Bioware,Bioware,Organization,BioWare is a Canadian electronic entertainment company founded in February 1995 by Ray Muzyka, Greg Zeschuk, and Augustine Yip.,,,,,0,0,
BioWare,Bioware,Organization,BioWare is a Canadian electronic entertainment company founded in February 1995 by Ray Muzyka, Greg Zeschuk, and Augustine Yip.,,,,,0,0,
BIPS,BIPS,Organization,Bitcoin Payment Solutions,2011-07-15,7,10,1,0,0,7
Birlasoft,Birlasoft,Organization,Founded in 1995, Birlasoft is a Global IT Services provider and part of the 150 year old, multi-billion dollar CK Birla Group.,1995-01-01,4,,,0,0,
BIS,BIS,Organization,Software . Consulting . Outsourcing,1994-01-01,4,100,51,0,0,60
Bits,BITS,Organization,The Magazine for Our Digital Lives,,,,,0,0,
Bitsmedia,Bitsmedia,Organization,A mobile apps factory,2009-01-01,4,,,0,0,
Bitstream,Bitstream,Organization,Mobile software development,1987-01-01,4,,,0,0,
Biztech,Biztech,Organization,Helps technology-based companies gain access to mentors, group experiences, training, shared space, professional assistance, and capital,1997-04-01,6,,,0,0,
Black,Black,Organization,Black is a security-first, cloud communication platform, that allows developers to integrate voice and msg into their apps or websites,2014-03-01,6,10,1,0,0,
Blast,Blast,Organization,Blast help you find whats going on in your city in next 24 hours!,2014-08-01,7,,,0,0,3
Bloomberg,Bloomberg,Organization,Bloomberg provides news, data, analytics, and communication services for the global business and financial world.,1982-01-01,7,1000000,10001,0,0,13000
Blue,BLUE,Organization,,,,,,0,0,
BLUE,BLUE,Organization,,,,,,0,0,
Blueberry,Blueberry,Organization,Business- & market development services focused on differentiation,,,,,0,0,
BluOcean,BluOcean,Organization,BluOcean Technology is dedicated in providing cost efficient, result proven mobile marketing products and services.,,,,,0,0,
BMC,BMC,Organization,They transform digital enterprises for the ultimate competitive business advantage.,,,None,None,0,0,
BMW,BMW,Organization,BMW is a German automobile, motorcycle and engine manufacturing company that owns and produces the MINI brand and Rolls-Royce motor cars.,1916-01-01,4,,,0,2,
Bonanza,Bonanza,Organization,Bonanza is a Turkish website that provides software solutions, e-commerce, and social media training.,2012-10-12,7,None,None,0,0,
Bond,BOND,Organization,BOND is a mobile-first startup that brings back the powerful personal touch of handwritten communication and the art of the cool, cultured,2013-10-08,7,50,11,1000000,0,12
Bonobo,Bonobo,Organization,Bonobo is a full service agency that strategizes, designs and builds digital products.,2009-06-26,7,,,0,0,
Books,Books,Organization,,,,,,0,0,
Boomzap,Boomzap,Organization,Independant game developer,2005-08-01,6,50,11,0,0,30
Boon,Boon,Organization,Boon is a mobile app that helps consumers connect with the merchants they love through a personalised visual feed and engaging loyalty.,2014-04-01,7,,,0,0,2
Boonty,Boonty,Organization,Boonty is a developer of online casual games that focus on enhancing social interactions.,2001-03-01,7,,,10000000,0,150
Brady,Brady,Organization,Brady plc (BRY.L) is a leading global provider of trading and risk management software to the global commodity markets.,,,,,0,0,
Brandsfever,Brandsfever,Organization,,,,,,0,0,
Bridge,Bridge,Organization,Bridge was founded in 2010,2010-11-01,6,,,0,0,
Brightpoint,BrightPoint,Organization,Brightpoint provides device lifecycle services to the wireless and high-tech industries.,,,,,0,0,
Brightstar,Brightstar,Organization,Brightstar provides innovate and best in class solutions to manufacturers, operators and enterprises in the telecommunication industry.,1997-01-01,4,10000,5001,283000000,1,
Brilliant,Brilliant,Organization,We offer a world-class range of fluorescent pigments, soluble toners, and paint and ink concentrates,,,,,0,0,
Bristlecone,Bristlecone,Organization,,,,,,0,0,
Broadcom,Broadcom,Organization,Broadcom develops semiconductors for wired and wireless communications equipment manufacturers.,1991-01-01,4,1000000,10001,0,4,7400
BroadHop,BroadHop,Organization,BroadHop provides policy control platforms that help telecom operators take control of their converged networks.,2003-01-01,4,,,5750095,0,
Broadridge,Broadridge,Organization,Global Financial Outsourcing,,,,,0,0,
BroadVision,BroadVision,Organization,BroadVision has been a global leader in providing organizations with the rules, tools and infrastructure for doing business on the Web.,1993-01-01,4,,,0,1,
Brokat,Brokat,Organization,,,,,,0,0,
Brooktree,Brooktree,Organization,Brooktree was added to CrunchBase in 2013,,,,,0,0,
Brunswick,Brunswick,Organization,BRUNSWICK IS A MARKET LEADER in the marine, fitness, and bowling and billiards industries. They have made a commitment to focus their,,,,,0,1,
BRW,BRW,Organization,BRW is an online business magazine examining the trends and opportunities shaping Australian business.,,,None,None,0,0,
BSkyB,BSkyB,Organization,Sky is a valued part of everyday life in over 11 million homes. We entertain, excite and inspire customers with a great choice of,1989-02-05,7,1000000,10001,0,9,
BT,BT,Organization,Great value home broadband, phone, digital TV and mobile products from BT,1980-01-01,4,1000000,10001,0,0,
bt,BT,Organization,Great value home broadband, phone, digital TV and mobile products from BT,1980-01-01,4,1000000,10001,0,0,
BTS,BTS,Organization,BTS aims to accelerate strategic alignment and execution, innovating how organizations learn, change and improve.,,,,,0,0,
Bubble,Bubble,Organization,Shockingly Easy Programming,2012-06-20,7,10,1,0,0,2
Businessland,BusinessLand,Organization,,,,,,0,0,
BusinessWorld,Businessworld,Organization,Businessworld is an online business magazine published in India.,,,None,None,0,0,
Butterfly,Butterfly,Organization,Think innovation, not regulation.,2013-02-10,7,,,0,0,
BuzzCity,BuzzCity,Organization,BuzzCity is a mobile media company providing brand owners with access to a global advertising network on the mobile internet.,1999-01-01,4,,,10000000,0,70
Bytes,Bytes,Organization,Software Services,1982-02-25,7,250,101,0,0,150
C,Less EMF,Organization,Less EMF are online warehouse for Gaussmeters.,,,None,None,0,0,
C-COR,C-COR,Organization,C-COR has been providing the products and services needed to successfully build and maintain multi-service communications networks around,,,,,0,0,
C-DAC,C-DAC,Organization,,,,,,0,0,
C-DOT,C-DOT,Organization,VISION C-DOT to become world class telecom technology development centre MISSION To design and develop state of the art technologies,,,,,,0,0,
C-SAM,C-sam,Organization,C-SAM creates enterprise-grade mobile wallets for payment and non-payment transactions.,1998-01-01,4,,,2000000,0,
C3,C3 Energy,Organization,C3 Energy offers smart grid analytics SaaS solutions that enable utilities to realize the full promise of their smart grid investments.,2009-01-01,6,,,40809998,0,120
CA,CA Technologies,Organization,CA Technologies helps customers succeed in a future where every business  from apparel to energy  is being rewritten by software.,1974-01-01,4,None,None,0,0,13200
ca,CA Technologies,Organization,CA Technologies helps customers succeed in a future where every business  from apparel to energy  is being rewritten by software.,1974-01-01,4,None,None,0,0,13200
Cable,Cable,Organization,Comparison website,,,10,1,0,0,5
Cadbury,Cadbury,Organization,,,,,,0,0,
Cadence,Cadence,Organization,,,,,,0,1,
Cadi,Cadi,Organization,Computer Maintenance and Consulting,,,,,0,0,
Cadre,Cadre,Organization,Cadre Services is a major supplier of API/ISO-quality Premium Hickory Sand to the oil and gas industry,,,,,0,0,
CAE,CAE,Organization,CAE is a world leader in providing simulation and modelling technologies and integrated training solutions for the civil aviation industry,1947-01-01,4,,,0,0,
Cai,CAI,Organization,Private Equity,1989-01-01,4,,,0,2,
Caliber,Caliber,Organization,Private professional network to meet new people in tech,2014-01-01,4,10,1,0,0,
Callbox,Callbox,Organization,Lead Generation and Telemarketing,2004-12-01,6,500,251,0,0,500
Calpine,Calpine,Organization,Power Generation,1984-01-01,4,,,0,0,
Calyon,Calyon,Organization,,,,,,0,0,
Calyx,Calyx,Organization,Calyx is a software development company from Croatia. The company specializes in various fields of software development, including: * Java,2007-03-30,7,10,1,0,0,5
Cambio,Cambio,Organization,A site for girls, #BUILTBYGIRLS,,,,,0,0,
Cameo,Cameo,Organization,Video Sharing App,2013-10-01,6,,,0,0,
CamGSM,CamGSM,Organization,CamGSM, commercially knows as Cellcard, is Cambodias leading and fully-integrated info-communications company, offering a full range of,1998-01-01,4,,,0,0,
Canal+,Canal+,Organization,CANAL+ Group is the leading pay-TV company in France.,1984-01-01,4,1000,501,0,0,
Candela,Candela,Organization,medical and aesthetic laser devices,1970-01-01,4,,,0,0,
Candle,Candle,Organization,IT Recruitment Staffing Consulting,1984-03-01,7,500,251,0,0,350
Canon,Canon,Organization,Canon is a manufacturer of business and consumer imaging products, including printers, scanners, binoculars, and more.,1937-01-01,4,1000000,10001,0,0,
CANON,Canon,Organization,Canon is a manufacturer of business and consumer imaging products, including printers, scanners, binoculars, and more.,1937-01-01,4,1000000,10001,0,0,
CanWest,Canwest,Organization,Canwest is an international media company creates and distributes compelling content over multiple media platforms.,1974-01-01,4,,,24000000,0,
Cap,CAP,Organization,CAP is a project based on results of cooperation between Jyv,,,,,0,0,
Cap-Gemini,Capgemini,Organization,Capgemini provides consulting, technology, outsourcing and local professional services.,1967-01-01,4,1000000,10001,0,0,120000
Capital,Capital,Organization,Capital is a Bulgarian weekly business newspaper providing unbiased coverage of the current political and economic affairs and more.,,,None,None,0,0,
Carat,Carat,Organization,Carat is a media agency that specializes in media planning and buying, and providing digital and non-traditional media solutions.,,,,,0,0,
CardSmith,CardSmith,Organization,CardSmith is a campus card solutions company serving educational institutions, healthcare facilities.,,,,,0,0,
Cargill,Cargill,Organization,Cargill is an international producer and marketer of food, agricultural, financial and industrial products and services.,,,,,0,0,142000
Carlson,Carlson,Organization,,,,,,0,0,
Carnegie,Carnegie,Organization,Carnegie was added to CrunchBase in 2013,,,,,0,0,
Carrefour,Carrefour,Organization,hypermarkets, supermarkets,1959-01-01,4,1000000,10001,0,0,10001
CAS,CAS,Organization,CAS, the leading provider of Customer Management and Mobility Solutions, helps Consumer Products companies sell more products more,,,,,0,0,
CashEdge,CashEdge,Organization,CashEdge provides Intelligent money movement services enabling financial institutions to enhance customer profitability.,1999-01-01,4,,,25320000,0,
Cassis,Cassis,Organization,,,,,,0,0,
Castrol,Castrol,Organization,,,,,,0,0,
Catalyst,Catalyst,Organization,Catalyst is a leading B2B strategic branding and marketing communications firm. They work with mid-market medical/pharmaceutical,,,,,,0,0,
Cataphora,Cataphora,Organization,Cataphora develops software technologies for monitoring and analyzing personal and organizational behavior patterns.,2002-01-01,4,100,51,0,0,100
Catena,Catena,Organization,,,,,,0,0,
CBS,CBS,Organization,CBS Corporation is a mass media company involved in television, radio, advertising, publishing, digital media, and consumer products.,1986-01-01,4,,,0,3,
CCC,CCC,Organization,Study Center,1993-01-01,4,,,0,1,
CCS,CCS,Organization,,,,,,0,0,
CDE,CDE,Organization,CDE develops mobile applications that are interesting and compatible with iPads and iPhones.,,,,,0,0,
Celestica,Celestica,Organization,Celestica is dedicated to building solid partnerships and providing flexible solutions to enable their customers' success.,,,,,0,0,
Cellglide,CellGlide,Organization,,,,,,0,0,
centaur,Centaur,Organization,Beijing Centaur Technology Development is an ERP software company providing e-commerce solutions of information management.,,,,,100000,0,
Ceon,Ceon,Organization,Ceon offers product management and fulfillment software solutions such as product control centers and intelligent order managers.,1982-01-01,4,,,5040000,0,
Cerebra,Cerebra,Organization,,2002-05-01,6,None,None,0,0,
CEVA,CEVA,Organization,CEVA is the world's leading licensor of silicon intellectual property (SIP) DSP cores and platform solutions for the mobile handset,,2002-01-01,4,,,0,1,
